整合編號,食品分類,樣品名稱,俗名,樣品英文名稱,品名描述,廢棄率(%),熱量-成分值(kcal),修正熱量-成分值(kcal),水分-成分值(g),粗蛋白-成分值(g),粗脂肪-成分值(g),飽和脂肪-成分值(g),灰分-成分值(g),總碳水化合物-成分值(g),膳食纖維-成分值(g),糖質總量-成分值(g),葡萄糖-成分值(g),果糖-成分值(g),半乳糖-成分值(g),麥芽糖-成分值(g),蔗糖-成分值(g),乳糖-成分值(g),鈉-成分值(mg),鉀-成分值(mg),鈣-成分值(mg),鎂-成分值(mg),鐵-成分值(mg),鋅-成分值(mg),磷-成分值(mg),銅-成分值(ug),維生素A總量(IU)-成分值(I.U.),視網醇當量(RE)-成分值(ug),α-胡蘿蔔素-成分值(ug),β-胡蘿蔔素-成分值(ug),視網醇-成分值(ug),α-維生素E當量(α-TE)-成分值(mg),維生素E總量-成分值(mg),α-生育醇-成分值(mg),β-生育醇-成分值(mg),γ-生育醇-成分值(mg),δ-生育醇-成分值(mg),維生素B1-成分值(mg),維生素B2-成分值(mg),菸鹼素-成分值(mg),維生素B6-成分值(mg),維生素B12-成分值(ug),葉酸-成分值(ug),維生素C-成分值(mg),脂肪酸S總量-成分值(%),酪酸(4:0)-成分值(%),己酸(6:0)-成分值(%),辛酸(8:0)-成分值(%),癸酸(10:0)-成分值(%),月桂酸(12:0)-成分值(%),十三酸(13:0)-成分值(%),肉豆蔻酸(14:0)-成分值(%),十五酸(15:0)-成分值(%),棕櫚酸(16:0)-成分值(%),十七酸(17:0)-成分值(%),硬脂酸(18:0)-成分值(%),十九酸(19:0)-成分值(%),花生酸(20:0)-成分值(%),山酸(22:0)-成分值(%),廿四酸(24:0)-成分值(%),脂肪酸M總量-成分值(%),肉豆蔻烯酸(14:1)-成分值(%),棕櫚烯酸(16:1)-成分值(%),油酸(18:1)-成分值(%),鱈烯酸(20:1)-成分值(%),芥子酸(22:1)-成分值(%),脂肪酸P總量-成分值(%),亞麻油酸(18:2)-成分值(%),次亞麻油酸(18:3)-成分值(%),十八碳四烯酸(18:4)-成分值(%),花生油酸(20:4)-成分值(%),廿碳五烯酸(20:5)-成分值(%),廿二碳五烯酸(22:5)-成分值(%),廿二碳六烯酸(22:6)-成分值(%),其他脂肪酸-成分值(%),反式脂肪-成分值(mg),水解胺基酸總量-成分值(mg),天門冬胺酸(Asp)-成分值(mg),酥胺酸(Thr)-成分值(mg),絲胺酸(Ser)-成分值(mg),麩胺酸(Glu)-成分值(mg),脯胺酸(Pro)-成分值(mg),甘胺酸(Gly)-成分值(mg),丙胺酸(Ala)-成分值(mg),胱胺酸(Cys)-成分值(mg),纈胺酸(Val)-成分值(mg),甲硫胺酸(Met)-成分值(mg),異白胺酸(Ile)-成分值(mg),白胺酸(Leu)-成分值(mg),酪胺酸(Tyr)-成分值(mg),苯丙胺酸(Phe)-成分值(mg),離胺酸(Lys)-成分值(mg),組胺酸(His)-成分值(mg),精胺酸(Arg)-成分值(mg),色胺酸(Trp)-成分值(mg),膽固醇-成分值(mg),酒精含量-成分值(g)
L03003,乳品類,脫脂濃稠發酵乳(草莓),優酪乳,Skimmed concentrated fermented milk: strawberry flavor,"調味,草莓",,67.938,67.938,83,2.3,0.3876,0.2893,0.5,13.8124,,10.427,1.897,0.564,1.472,0,6.337,0.157,49,123,56,9,0,0.4,56,,9.9999,3,,,3,0.02,0.02,0.02,0,0,0,0.02,0.18,1.1,0.019,0.12,1,0,74.639,3.035,4.3945,3.5065,8.741,6.5205,0,11.9695,1.056,26.045,0.525,8.4665,0,0.185,0.1525,0.042,22.1075,0.5495,1.6645,19.8115,0.082,0,3.2495,2.38,0.7595,0,0,0.0475,0.0625,0,0,9.09,2273,170,92,115,471,233,38,75,60,128,51,105,204,106,101,177,60,87,0,8.6,
L03004,乳品類,脫脂濃稠發酵乳(啤酒酵母),優酪乳,Skimmed concentrated fermented milk,"調味,啤酒酵母",,34.4808,34.4808,90.945,2.113,0.0636,0.0443,0.5143,6.3641,,4.068,0,0,,0,2,2.068,27.659,96.881,73.4167,7.2634,0.308,0.342,63.3959,,0,0,,0,0,0.011,0.011,0.011,0,0,0,0.109,0.203,0.283,0.115,0.07,9.902,0.276,69.702,0,0,0,3.159,13.147,0,9.798,0,30.407,0,13.191,0,0,0,0,24.182,0,3.819,20.363,0,0,6.116,6.116,0,0,0,0,0,0,0,,2679.867,208.404,114.129,136.575,562.7,224.341,61.91,102.457,16.058,159.703,46.887,140.199,264.853,132.633,121.655,219.229,68.987,99.147,0,2.14,
L03101,乳品類,高脂凝態發酵乳(纖維強化),優格,High fat yoghurt: fiber enriched,"強化,纖維",,94.6955,91.2755,80.273,3.207,3.8007,2.5963,0.804,11.9153,1.71,10.401,0.072,0,,0,7.31,3.019,42.134,142.947,96.903,9.914,0.424,0.322,71.205,,429.619,128.887,,,128.887,0.1602,0.171,0.159,0,0.012,0,0.03,0.2647,0.7526,0.043,0.065,103.267,0,68.31,13.24,1.94,1.1,2.22,2.5,0,8.5,1.01,24.95,0.68,12.17,0,0,0,0,28.36,0.78,1.26,26.32,0,0,2.72,2.28,0.44,0,0,0,0,0,0.6,,3394.642,284.284,150.393,173.274,674.651,285.28,93.77,127.996,26.365,195.789,61.297,171.316,354.383,153.892,149.394,286.132,87.683,114.903,3.84,15.663,
L03201,乳品類,全脂凝態發酵乳,優格,Whole yoghurt,,,97.2045,97.2045,78.9865,3.148,3.3461,2.3119,0.895,13.6244,,12.212,0,0,,0,8.446,3.766,68.8405,174.148,103.1542,12.8888,0.05,0.6055,90.866,,104.0473,31.2145,,,31.2145,0.0781,0.0875,0.0775,0,0.005,0.005,0.0395,0.2345,0.501,0.033,0.2295,10.151,0.063,69.0915,1.085,2.2635,1.5245,3.1065,3.7685,0.094,11.546,1.236,31.731,0.6525,11.759,0.06,0.205,0.04,0.02,27.2425,0.482,1.618,25.0275,0.115,0,3.4015,2.54,0.597,0,0.1695,0.05,0.045,0,0.529,,3747.604,277.8965,143.5645,190.1515,770.291,350.254,136.9545,147.9445,34.2025,218.353,85.9815,182.0815,357.577,162.6545,170.697,281.6525,90.863,146.485,0,13.0125,
L03301,乳品類,中脂凝態發酵乳(草莓),優格,Medium fat yoghurt: strawberry flavor,"調味,草莓",,101.9675,101.9675,77.2,3.7,2.7135,1.9798,0.7,15.6865,,13.865,1.446,1.36,0.406,0,6.549,4.104,58,141,83,11,0.1,0.3,71,,103.3323,31,,,31,0.08,0.08,0.08,0,0,0,0.03,0.35,1.1,0.008,0.22,4,0,72.9625,4.1845,1.8065,1.3155,2.737,5.527,0.1705,12.277,1.264,31.866,0.645,10.789,0,0.185,0.1285,0.067,24.698,0.6495,1.954,21.9585,0.111,0.025,2.3355,1.365,0.669,0,0.07,0.0875,0.144,0,0,42.936,3355,252,129,168,679,378,174,155,28,185,22,154,300,117,143,250,84,135,2,9.7,
L03302,乳品類,中脂凝態發酵乳(蘆薈),優格,Medium fat yoghurt: aloe flavor,"調味,蘆薈",,90.0091,89.1961,79.742,1.74,2.5227,1.685,0.9091,15.0862,0.4065,13.37,1.137,1.285,,0,6.992,3.956,37.624,161.829,113.9693,11.3537,0,0.425,86.2002,,52.4895,15.747,,0,15.747,0.046,0.046,0.046,0,0,0,0.036,0.202,0,0.055,0.033,9.321,0,66.794,0,2.173,1.665,3.081,3.684,0,10.926,0.999,31.673,0.508,12.085,0,0,0,0,29.248,0.839,1.438,26.971,0,0,3.958,3.349,0.609,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,8.772,
L03401,乳品類,脫脂凝態發酵乳(纖維強化),優格,Skimmed yoghurt: fiber enriched,"強化,纖維",,84.0967,83.9053,78.554,4.056,0.4535,0.3326,0.9887,15.9478,0.0957,10.911,0.337,0.748,,0,4.685,5.141,51.488,205.411,142.356,13.373,0.099,0.535,97.84,,26.0997,7.83,,,7.83,0.02,0.02,0.02,0,0,0,0.064,0.2743,0.8848,0.061,0,3.469,0.025,73.33,28.12,1.38,0.94,2.08,2.63,0,7.47,0.77,20.69,0.52,8.51,0,0.22,0,0,21.81,0.67,0.96,19.97,0.21,0,4.55,3.96,0.59,0,0,0,0,0,0.32,,4324.283,334.564,177.516,223.176,907.5,371.033,152.918,170.929,20.568,237.342,99.964,205.055,419.604,187.361,198.515,348.984,108.499,158.517,2.238,5.571,
L03501,乳品類,脫脂保久稀釋發酵乳,乳酸飲料,Skimmed diluted fermented milk: sterilized,,,45.7419,45.7419,88.52,0.137,0.1247,0,0.2004,11.0179,,11.787,1.931,1.89,,0,7.966,0,28.484,8.458,10.4216,1.0127,0,0.436,3.612,,0,0,,,0,0.02,0.02,0.02,0,0,0,0.005,0.007,0,0.005,0,2.756,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,
L03601,乳品類,脫脂保久濃稠發酵乳(草莓&蘋果),保久優酪乳,"Skimmed concentrated fermented milk: sterilized, strawberry & apple flavor","調味,草莓&蘋果",,68.2,68.2,82.3,3,0.2,0.1416,0.9,13.6,,,,,,,,,57,146,67,11,0.1,0.5,79,,0,0,,,0,0.01,0.01,0.01,0,0,0,0.04,0.18,0.9,0.014,0.27,4,0,70.78,1.64,1.76,1.36,3.3,4.49,0.09,12.19,1.19,31.67,0.56,12.32,0,0.21,0,0,25.59,0,2.12,23.17,0.3,0,3.63,2.67,0.82,0,0.14,0,0,0,,,2990,227,120,152,628,307,49,99,41,170,74,139,275,142,134,234,82,117,0,4,
L03701,乳品類,淡煉乳,"蒸發乳,奶水",Evaporated milk,,,135.929,135.929,74.5,6.5,8.3,5.8523,1.6,9.1,,,,,,,,,187,310,225,30,0.2,0.9,230,,729.9927,219,,,219,0.181,0.19,0.18,0,0.01,0,0.04,0.35,0.4,0.012,0.12,0,0.8,70.51,3.07,2.33,1.4,2.9,3.46,0.08,11.25,1.28,31.22,0.65,12.3,0.13,0.25,0.1,0.09,26.84,0,1.52,24.97,0.35,0,2.67,1.78,0.51,0,0.13,0.1,0.09,0.06,,,7349,486,265,337,1406,635,113,203,856,372,168,307,655,336,329,477,156,248,0,30.8,
L03801,乳品類,加糖部份脫脂煉乳,,Sweetened condensed partly skim milk,部份脫脂(fat:1~8),,318.2775,318.2775,26.688,7.506,7.7991,3.9475,1.7607,56.2462,,52.373,0.049,0.012,,0,42.381,9.931,88.375,371.2665,267.158,28.2175,0.11,0.945,206.2915,,231.4627,69.4395,,,69.4395,0.4658,1.889,0.325,0.05,1.174,0.34,0.077,0.5393,1.6507,0.045,0.262,3.253,0.6075,50.615,2.515,1.445,0.88,1.92,2.19,0.11,6.99,0.7,24.42,0.525,8.435,0,0.225,0.18,0.08,25.75,0.54,1.115,24,0.095,0,23.185,20.695,2.43,0,0.025,0.02,0.015,0,0.88,,7444.885,566.5255,302.8945,383.1385,1636.662,680.651,134.527,247.6175,66.831,453.1985,179.741,373.0705,744.9195,240.8915,346.0795,592.9235,180.926,237.6995,76.5885,21.5945,
L03901,乳品類,高脂鮮羊乳,羊奶,Whole fresh goat milk,,,65.2527,65.2527,87.7325,3.37,3.9501,2.8734,0.7765,4.1709,,4.031,0,0,,0,0,4.031,37.2105,182.899,110.43,13.88,0.094,0.3774,87.5325,,143.0389,42.9121,,,42.9121,0.048,0.0615,0.0465,0,0.015,0,0.0535,0.1766,0.1226,0.062,0.028,0.5915,0.035,72.7421,2.3488,2.5782,2.96,9.8458,4.707,0.0825,10.4913,0.9005,27.2156,0.6662,10.5815,0,0.2832,0.059,0.0225,23.0964,0.0755,0.6485,22.3254,0.033,0.014,3.976,3.3806,0.5174,0,0,0.017,0.054,0.007,0.372,,3140.7563,230.5817,155.1653,162.4031,663.9324,333.8512,56.8413,99.8145,19.4286,196.2978,63.0338,147.7338,308.2687,128.9699,145.4595,250.9605,82.7629,93.5188,1.7325,16.6725,
L04001,乳品類,中脂鮮羊乳,羊奶,Medium fat fresh goat milk,,,47.7281,47.7281,90.21,2.697,2.41,2.0738,0.7998,3.8832,,,,,,,,,33.64,101.8,63.15,9.475,0.07,0.21,63.69,,62.666,18.8,0,0,18.8,0.031,0.04,0.03,0,0.01,0,0.013,0.085,0.621,0.02,0,0,0,86.0497,1.4363,1.4126,1.6659,4.8344,2.4454,0,5.8832,0.3579,28.6829,0.5568,38.2532,0,0.5211,0,0,11.9401,0,0.6277,11.3124,0,0,2.0617,1.6474,0.4143,0,0,0,0,0,,,2763.21,197.64,128.05,130.72,560.61,285.88,50.17,88.76,107.1,175.02,52.2,132.03,264.43,112.41,120.93,206.03,70.24,80.99,0,8.83,
L04101,乳品類,保久羊乳,羊奶,Sterilized goat milk,原味,,58.8631,58.8631,88.568,2.9535,3.2627,2.3755,0.6751,4.5407,,2.971,0.057,0,,0,0.102,2.812,46.3995,155.8335,104.604,11.9645,0.048,0.349,88.51,,123.9671,37.1905,0,0,37.1905,0.1383,0.148,0.1365,0.002,0.0095,0,0.026,0.209,0.033,0.0455,0.025,2.267,1.045,72.8068,2.73,2.2149,2.2199,6.2536,3.928,0.055,10.0679,0.37,29.3876,0.37,14.7949,0,0.325,0.07,0.02,24.7702,0.05,1.0627,23.6575,0,0,3.4031,2.7587,0.6244,0,0.02,0,0,0,0.76,,2262.4139,156.1535,90.647,112.331,612.6085,118.176,70.333,76.449,44.6914,118.865,28.989,92.576,193.9385,78.578,107.332,136.4935,56.1085,157.9335,10.2105,13.566,
L04201,乳品類,中脂調味保久羊乳(巧克力),羊奶,Reduced fat flavored composite and recombined sterilized goat milk: chocolate flavor,巧克力,,58.6278,58.6278,86.862,1.1,1.461,0.921,0.3073,10.2697,,9.74,0,0,,0,7.78,1.96,29.282,58.296,32.931,5.231,1.098,0.388,37.813,,14.6599,4.398,,,4.398,0.2374,0.259,0.235,0,0.024,0,0.021,0.0716,1.5357,0.02,0.012,2.452,0,63.036,3.573,0.874,0.826,1.575,4.354,0,6.117,0.523,27.43,0.455,16.705,0,0.463,0.141,0,30.813,0.318,0.917,29.36,0.218,0,6.151,5.409,0.742,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.627,
L04202,乳品類,中脂調味保久羊乳(果汁),羊奶,Reduced fat flavored composite and recombined sterilized goat milk: fruit flavor,果汁,,75.2946,75.2946,84.05,2.94,2.8338,2.058,0.6686,9.5076,,6.654,0,0,0,0,1.984,4.67,40.98,154.01,102.09,9.49,0,0.283,79.09,,2,0.6,0,0,0.6,0.078,0.12,0.07,0.01,0.04,0,0.024,0.2,0,0.0217,0,1.5,19.33,72.6248,1.272,2.4605,2.4909,7.1376,4.0342,0.0715,10.396,0.409,30.0189,0.3465,13.6866,0,0.2531,0.032,0.016,23.8289,0.064,1.3466,22.3928,0.0255,0,3.5383,2.8328,0.5715,0,0.073,0.018,0.032,0.011,0.015,93.319,3713.1121,668.83,0,201.62,746.78,0,168.44,170.78,97.2121,163.64,32.4,174.91,313.01,132.27,183.61,253.94,102.75,302.92,0,10.69,
L043,乳品類,全脂羊奶粉平均值,羊乳粉,Whole goat milk powder,,,513.893,513.893,2.083,26.3005,30.2894,66.4365,6.3539,34.9733,,29.256,0.047,0,0,0.0265,0,29.1825,228.515,1513.4435,959.102,104.978,0.252,2.985,711.452,,1488.1235,446.4415,,,446.4415,0.5188,0.688,0.5,0,0.188,0,0.2865,1.8212,2.651,0.3965,0.21,67.9595,4.717,66.4365,1.698,2.3688,2.7523,4.7658,4.8073,0.0468,9.9925,0.9375,27.7143,0.3218,10.8638,0,0.1043,0.055,0.0088,28.5273,0.0508,0.9923,27.4748,0.0095,0,5.0253,4.231,0.6553,0,0.031,0.036,0.054,0.018,0.058,571.295,26654.877,1848.542,1245.3995,1271.429,5501.2595,2933.1315,451.607,825.8815,233.504,1687.754,612.797,1246.558,2577.7245,1056.1615,1253.682,2097.383,722.836,796.227,293,102.9385,
L04301,乳品類,全脂羊奶粉,羊乳粉,Whole goat milk powder,,,510.4145,510.4145,2.3,26.7,29.7568,21.3892,6.4,34.8432,,28.822,0.094,0,0,0.053,0,28.675,232,1523,1069,95,0.3,3.2,709,,1853.3148,556,,,556,0.582,0.6,0.58,0,0.02,0,0.37,2.59,3.8,0.248,0.42,5,6.7,71.88,1.238,2.6115,2.9955,9.5315,4.9125,0.0935,10.343,0.961,27.1885,0.6435,11.0255,0,0.2085,0.11,0.0175,24.6975,0.1015,1.3295,23.2475,0.019,0,3.3995,2.34,0.7815,0,0.062,0.072,0.108,0.036,0.116,571.295,25602,1748,1169,1197,5228,2778,431,770,290,1621,632,1222,2490,1033,1234,1971,692,803,293,103,
L04302,乳品類,全脂羊奶粉(即溶),羊乳粉,Whole goat milk powder,即溶,,517.3715,517.3715,1.866,25.901,30.8219,18.7992,6.3078,35.1033,,29.69,0,0,,0,0,29.69,225.03,1503.887,849.204,114.956,0.204,2.77,713.904,,1122.9321,336.883,,,336.883,0.4556,0.776,0.42,0,0.356,0,0.203,1.0523,1.502,0.545,0,130.919,2.734,60.993,2.158,2.126,2.509,0,4.702,0,9.642,0.914,28.24,0,10.702,0,0,0,0,32.357,0,0.655,31.702,0,0,6.651,6.122,0.529,0,0,0,0,0,0,,27414.754,1949.084,1321.799,1345.858,5774.519,3088.263,472.214,881.763,177.008,1754.508,593.594,1271.116,2665.449,1079.323,1273.364,2223.766,753.672,789.454,,102.877,
M001,油脂類,牛油平均值,,Tallow,,,763.8057,763.8057,7.2323,0.0215,85.5326,46.1908,4.8101,2.4036,,,,,,,,,2.71,2.868,6.044,0,0.418,0.402,3.336,,96.769,29.031,0,0,29.031,1.2584,1.3115,1.2525,0,0.059,0,,,,,,,,46.1908,0,0,0.005,0.0637,0.0956,0,3.2176,0.4646,26.1409,1.208,14.8536,0.0228,0.1191,0,0,51.4773,0.1865,4.1135,46.8805,0.2969,0,2.3099,2.0426,0.2339,0,0.0239,0,0.0096,0,0.153,,,,,,,,,,,,,,,,,,,,,121.5343,
M00101,油脂類,牛油(未精煉),,Tallow,未精煉,,642.3349,642.3349,14.38,0,71.93,30.9986,9.4471,4.2429,,,,,,,,,,,,,,,,,70.6993,21.21,,,21.21,0.052,0.07,0.05,0,0.02,0,,,,,,,,43.0955,0,0,0,0.0464,0.0672,0,3.2282,0.3811,26.3962,0.9699,11.8867,0.0456,0.0742,0,0,54.6746,0,5.0824,49.2479,0.3443,0,2.2678,2.0411,0.1598,0,0.0477,0,0.0192,0,,,,,,,,,,,,,,,,,,,,,,93.49,
M00102,油脂類,牛油(精煉),,Tallow,精煉,,885.2764,885.2764,0.0845,0.043,99.1351,48.8597,0.1731,0.5643,,,,,,,,,2.71,2.868,6.044,0,0.418,0.402,3.336,,122.8388,36.852,0,0,36.852,2.4648,2.553,2.455,0,0.098,0,,,,,,,,49.286,0,0,0.01,0.081,0.124,0,3.207,0.548,25.8855,1.446,17.8205,0,0.164,0,0,48.28,0.373,3.1445,44.513,0.2495,0,2.352,2.044,0.308,0,0,0,0,0,0.153,,,,,,,,,,,,,,,,,,,,,149.5785,
M00201,油脂類,豬油,,Lard,,,889.9192,889.9192,0.3462,0,99.655,39.5786,0,0,,,,,,,,,,,,,,,,,343.6132,103.085,,,103.085,0.9455,1.76,0.88,0,0.63,0.25,,,,,,,,39.7156,0,0,0,0.05,0.0889,0,1.505,0.0958,24.6647,0.19,12.8874,0,0.2288,0.005,0,44.3381,0,2.3206,41.2584,0.7191,0.04,15.954,14.4693,0.7863,0,0.2291,0.05,0.2156,0.2037,,,,,,,,,,,,,,,,,,,,,,110.92,
M00301,油脂類,高油酸豬油,,Lard: high oleic,,,893,893,0,0,100,25.98,0,0,,,,,,,,,,,,,,,,,13.3332,4,,,4,5.982,10.41,5.47,0.12,4.62,0.2,,,,,,,,25.98,0,0,0,0.08,0.1,0,1.28,0.08,17.84,0,6.17,0,0.27,0.12,0.04,55.91,0,2.48,52.2,1.05,0.18,18.1,15.18,2.64,0,0,0.04,0.14,0.1,,,,,,,,,,,,,,,,,,,,,,76.3,
M00401,油脂類,雞油,,Chicken oil,,,890.8122,890.8122,0.3086,0,99.755,32.5097,0,0,,,,,,,,,,,,,,,,,829.4084,248.825,0,0,248.825,0.5076,0.765,0.48,0,0.275,0.01,0.002,,,,,,,32.5895,0,0,0,0,0.0635,0,1.1245,0.0791,24.536,0.145,6.5764,0,0.035,0,0.03,46.7723,0,5.6015,41.0118,0.159,0,20.9393,19.3688,1.3592,0,0.0964,0.1149,0,0,,,,,,,,,,,,,,,,,,,,,,70.02,
M00501,油脂類,大豆油,"黃豆油,沙拉油",Soybean oil,,,883.8886,883.8886,0.05,0,99.9874,16.1027,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,15.4041,80.7795,8.8555,2.0375,55.942,13.9445,,,,,,,,16.1047,0,0,0,0,0.01,0,0.0833,0,10.9053,0.0647,4.1087,0,0.366,0.4267,0.14,23.745,0,0.0837,23.3777,0.2703,0.0133,59.952,53.1467,6.8053,0,0,0,0,0,0.288,1014.499,,,,,,,,,,,,,,,,,,,,0,
M00601,油脂類,大豆油(卵磷脂強化),,Soybean oil: lecithin enriched,高卵磷脂,,880.1104,880.1104,0.44,0,99.56,15.6543,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,10.046,56.15,5.27,1.69,40.09,9.1,,,,,,,,15.7235,0,0,0,0,0,0,0,0,10.6971,0,4.0626,0,0.32,0.3584,0.2854,22.0196,0,0,21.7755,0.2441,0,62.2564,55.0823,7.1741,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
M00602,油脂類,大豆油(多種維生素強化),沙拉油,Soybean oil: multi-vitamins enriched,高維生素,,883.116,883.116,0.1,0,99.9,15.5345,0,0,,,,,,,,,,,,,,,,,3446.6322,1034,0,0,1034,22.7794,67.36,18.03,1.29,41.7,6.34,,,,,,,,15.55,0,0,0,0,0,0,0.07,0,10.72,0,3.83,0,0.36,0.43,0.14,22.32,0,0.08,21.97,0.27,0,62.13,54.79,7.34,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,
M00701,油脂類,玉米油,"粟米油,玉米胚芽油",Corn oil; Maize oil,,,882.5617,882.5617,0.0419,0.015,99.8373,14.7821,0,0.1058,,,,,,,,,,,,,,,,,1.1111,0.1111,0,0.6667,,23.4602,74.6343,17.345,1.7933,53.8097,1.6863,,,,,,,,14.8062,0,0,0,0,0,0,0.0517,0,11.0697,0.0807,2.7997,0,0.413,0.2337,0.1577,27.0967,0,0.0977,26.425,0.5507,0.0233,58.0217,55.2907,2.7153,0,0.0157,0,0,0,0.108,,,,,,,,,,,,,,,,,,,,,0,
M008,油脂類,米油平均值,,Rice oil; Rice bran oil,,,883.2999,883.2999,0.0485,0.038,99.9208,22.1018,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,14.0725,20.3075,13.169,0.8095,5.738,0.591,,,,,,,,22.1018,0,0,0,0,0,0,0.3518,0,18.1534,0.0103,2.1602,0,0.7635,0.2737,0.389,41.7691,0,0.1718,41.0472,0.5502,0,36.1207,34.6187,1.502,0,0,0,0,0,0.0165,1362.63,,,,,,,,,,,,,,,,,,,,0,
M00801,油脂類,米油(秈米),"米糠油,玄米油,胚芽米油",Rice oil; Rice bran oil,秈米,,883.4837,883.4837,0,0.076,99.9416,24.1024,0,0,,,,,,,,,,,,,,,,,0,0,,0,,5.842,10.3,5.138,0.724,4.111,0.327,,,,,,,,24.1165,0,0,0,0,0,0,0.4245,0,19.815,0.0205,2.209,0,0.8965,0.3025,0.4485,41.914,0,0.181,41.146,0.587,0,33.9525,32.803,1.1495,0,0,0,0,0,0.0165,1362.63,,,,,,,,,,,,,,,,,,,,,
M00802,油脂類,米油(粳米),"米糠油,玄米油,胚芽米油",Rice oil; Rice bran oil,粳米,,883.116,883.116,0.097,0,99.9,20.0669,0,0.003,,,,,,,,,,,,,,,,,0,0,0,0,,22.3031,30.315,21.2,0.895,7.365,0.855,,,,,,,,20.087,0,0,0,0,0,0,0.2791,0,16.4917,0,2.1113,0,0.6305,0.2449,0.3295,41.6242,0,0.1625,40.9484,0.5133,0,38.2889,36.4344,1.8545,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,
M00901,油脂類,亞麻仁油,,,,,820.4369,820.4369,0.098,0.171,92.8096,9.6977,0.0682,6.8532,,,,,,,,,,,,,,,,,435.8976,43.6002,,261.549,,11.8921,62.335,0.856,16.438,44.561,0.48,,,,,,,,10.449,0,0,0.014,0,0,0,0.057,0.023,6.113,0.062,3.803,0,0.126,0.16,0.091,17.632,0,0.026,17.433,0.15,0.023,71.741,14.116,57.58,0,0.045,0,0,0,0.181,,,,,,,,,,,,,,,,,,,,,,
M01001,油脂類,白芝麻油,,Sesame oil: white,白芝麻,,883.6517,883.6517,0.094,0.09,99.9606,16.8714,0.0441,0,,,,,,,,,,,,,,,,,0,0,,0,,8.8626,61.698,3.517,0,52.931,5.25,,,,,,,,16.878,0,0,0,0,0,0,0.032,0.006,9.693,0.061,6.067,0,0.671,0.237,0.111,38.416,0,0,38.056,0.34,0.02,44.61,42.934,1.676,0,0,0,0,0,0.098,,,,,,,,,,,,,,,,,,,,,,
M01101,油脂類,黑芝麻油,,Sesame oil: black,黑芝麻,,881.0165,881.0165,0.075,0.086,99.6625,16.5286,0,0.1765,,,,,,,,,,,,,,,,,0,0,0,0,,26.9872,176.682,6.1035,12.9115,157.138,0.529,,,,,,,,16.5846,0,0,0,0,0,0,0.01,0,9.6333,0.046,5.943,0,0.6647,0.1793,0.1083,40.0956,0,0.0983,39.74,0.2573,0,43.3163,42.5283,0.778,0,0.01,0,0,0,0,1199.422,,,,,,,,,,,,,,,,,,,,,
M01201,油脂類,調合芝麻油,,Blending sesame oil,,,883.8046,883.8046,0.0755,0.065,99.9779,16.1604,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,11.0873,50.935,6.623,1.0695,40.0455,3.197,,,,,,,,16.164,0,0,0,0,0,0,0.035,0.01,10.6885,0.085,4.3675,0,0.47,0.3735,0.1345,28.775,0,0.1055,28.215,0.4095,0.045,55.0615,51.0405,4.021,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,
M01301,油脂類,花生油,,Peanut (arachis) oil,,,883.116,883.116,0.1,0,99.9,20.7792,0,0,,,,,,,,,,,,,,,,,38.3318,3.8341,0,23,,18.1138,28.81,16.77,0.64,10.82,0.58,,,,,,,,20.8,0,0,0,0,0,0,0.04,0,12.49,0.07,3.14,0,1.22,2.62,1.22,40.91,0,0.08,39.89,0.88,0.06,38.31,38.22,0.09,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,
M01401,油脂類,調合花生油,,Blending peanut oil,,,883.6004,883.6004,0.0755,0.023,99.9548,19.4022,0,0,,,,,,,,,,,,,,,,,23.3324,2.3338,0,14,,16.5584,48.473,13.1615,0.5525,31.426,3.333,,,,,,,,19.411,0,0,0,0,0,0,0.055,0,12.0675,0.04,3.5485,0,0.967,1.888,0.845,34.1645,0,0.0775,33.158,0.894,0.035,46.382,44.054,2.328,0,0,0,0,0,0.065,,,,,,,,,,,,,,,,,,,,,0,
M01501,油脂類,油菜籽油,,Rapeseed oil,,,883.116,883.116,0.076,0,99.9,6.3549,0,0.024,,,,,,,,,,,,,,,,,0,0,0,0,,21.4814,43.94,19.05,0,24.25,0.64,,,,,,,,6.3613,0,0,0,0,0,0,0.0481,0,3.9493,0,1.5169,0,0.4808,0.2434,0.1228,60.4744,0,0.2112,58.1901,1.4663,0.6068,33.1637,23.0747,10.089,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
